6099,7079,53020'8.0 + [#6:1](-[#53:2]).[#7:3]>>[#6:1](-[#7:3]).[#53:2]
6099,7079,35020'8.0 + [#6:1](-[#35:2]).[#7:3]>>[#6:1](-[#7:3]).[#35:2]
6099,7079,17020'8.0 + [#6:1](-[#35:2]).[#7:3]>>[#6:1](-[#7:3]).[#35:2]
